Instance,Time,Gap,Objective,Gained Imparity,Imparity Quotient
Lpr-a-02-2C-1B.json,0.016985177993774414,0.0,4325.0,0,0.0
Lpr-a-02-2C-2A.json,0.03738903999328613,0.0,8258.0,2,0.03773584905660377
Lpr-a-02-2C-2B.json,0.03500509262084961,0.0,6132.0,2,0.03773584905660377
Lpr-a-02-2C-3A.json,0.030333995819091797,0.0,6389.0,1,0.018867924528301886
Lpr-a-02-2C-3B.json,0.07827186584472656,0.0,5539.000000000001,1,0.018867924528301886
Lpr-a-02-2C-4A.json,0.03309297561645508,0.0,7520.0,1,0.018867924528301886
Lpr-a-02-2C-4B.json,0.0349271297454834,0.0,6505.0,0,0.0
Lpr-a-02-2C-5A.json,0.0777280330657959,0.0,5754.0,1,0.018867924528301886
Lpr-a-02-2C-5B.json,0.03807711601257324,0.0,9012.0,0,0.0
Lpr-a-02-2C-6A.json,0.04001307487487793,0.0,4813.0,1,0.018867924528301886
Lpr-a-02-2C-6B.json,0.08279800415039062,0.0,5661.0,2,0.03773584905660377
Lpr-a-02-2C-7A.json,0.1384279727935791,0.0,6088.0,2,0.03773584905660377
Lpr-a-02-2C-7B.json,0.11252903938293457,0.0,5319.0,2,0.03773584905660377
Lpr-a-02-2C-8A.json,0.021605968475341797,0.0,7118.0,2,0.03773584905660377
Lpr-a-02-2C-8B.json,0.021734952926635742,0.0,4802.0,2,0.03773584905660377
Lpr-a-02-2C-9A.json,0.0174100399017334,0.0,7679.0,2,0.03773584905660377
Lpr-a-02-2C-9B.json,0.0158541202545166,0.0,6128.0,1,0.018867924528301886
Lpr-a-03-2C-10A.json,0.05037498474121094,6.404713869407884e-05,31227.0,2,0.0136986301369863
Lpr-a-03-2C-10B.json,0.05259203910827637,4.615952732644018e-05,21664.0,2,0.0136986301369863
Lpr-a-03-2C-1A.json,0.23501896858215332,2.6857173551055485e-05,37234.0,5,0.03424657534246575
Lpr-a-03-2C-1B.json,0.04651689529418945,0.0,31606.0,4,0.0273972602739726
Lpr-a-03-2C-2A.json,0.26788997650146484,0.0,29481.0,5,0.03424657534246575
Lpr-a-03-2C-2B.json,0.3982200622558594,0.0,24678.0,6,0.0410958904109589
Lpr-a-03-2C-3A.json,0.14462995529174805,2.9483739717545774e-05,33917.0,6,0.0410958904109589
Lpr-a-03-2C-3B.json,0.12498688697814941,0.0,25189.0,7,0.04794520547945205
Lpr-a-03-2C-4A.json,0.04605984687805176,6.003842459173871e-05,33312.0,4,0.0273972602739726
Lpr-a-03-2C-4B.json,0.03870105743408203,0.0,28251.0,6,0.0410958904109589
Lpr-a-03-2C-5A.json,0.10471010208129883,0.0,34323.0,7,0.04794520547945205
